shipment_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,origin_warehouse_id,weather_condition,delayed,distance_km,package_weight_kg,departure_date,expected_delivery_date,actual_delivery_date,carrier_sla_met,delivery_status,delivery_rating,delivery_cost
SHP-21035,11035.0,fedex,groceries,truck,same day,central,WH_NAGPUR_C,clear,no,50.0,26.2,2024-08-24 06:00:00,2024-08-24 09:06:36,2024-08-24 08:16:48,1,delivered,5,428.6
SHP-21036,11036.0,blue dart,groceries,ev bike,two day,east,WH_KOLKATA_E,stormy,no,267.1,25.17,2024-08-25 09:00:00,2024-08-25 16:56:24,2024-08-25 16:46:48,1,delivered,3,1411.01
SHP-21037,11037.0,dhl,groceries,ev bike,same day,west,WH_MUMBAI_W,cold,yes,289.4,39.26,2024-08-26 12:00:00,2024-08-26 20:25:48,2024-08-27 19:49:12,0,delayed,2,1632.7206
SHP-21038,11038.0,blue dart,pharmacy,scooter,two day,north,WH_DELHI_N,stormy,no,89.5,21.64,2024-08-27 15:00:00,2024-08-27 18:59:24,2024-08-27 20:52:12,1,delivered,3,512.42
SHP-21039,11039.0,shadowfax,fragile items,ev van,same day,north,WH_DELHI_N,hot,no,228.1,27.31,2024-08-28 18:00:00,2024-08-29 01:04:12,2024-08-29 00:09:00,1,delivered,3,1322.43
SHP-21040,11040.0,shadowfax,furniture,truck,express,central,WH_NAGPUR_C,rainy,no,229.3,16.46,2024-08-29 21:00:00,2024-08-30 04:06:00,2024-08-30 06:04:12,1,delivered,5,1245.88
SHP-21041,11041.0,shadowfax,documents,bike,two day,central,WH_NAGPUR_C,hot,no,233.5,37.62,2024-08-30 00:00:00,2024-08-30 07:11:24,2024-08-30 07:09:36,1,delivered,5,1280.36
SHP-21042,11042.0,dhl,automobile parts,bike,standard,south,WH_BLR_S,clear,no,28.4,27.6,2024-08-31 03:00:00,2024-08-31 05:37:48,2024-08-31 07:09:36,1,delivered,5,224.8
SHP-21043,11043.0,ekart,pharmacy,ev bike,express,central,WH_NAGPUR_C,foggy,yes,254.8,38.55,2024-09-01 06:00:00,2024-09-01 13:39:36,2024-09-01 20:20:24,0,failed,1,1439.65
SHP-21044,11044.0,ekart,fragile items,ev bike,same day,central,WH_NAGPUR_C,rainy,no,132.8,2.98,2024-09-02 09:00:00,2024-09-02 13:57:00,2024-09-02 14:05:24,1,delivered,5,772.94
SHP-21045,11045.0,blue dart,groceries,truck,standard,south,WH_BLR_S,clear,no,246.7,15.06,2024-09-03 12:00:00,2024-09-03 19:28:48,2024-09-03 21:03:36,1,delivered,3,1278.68
SHP-21046,11046.0,dhl,clothing,truck,two day,south,WH_BLR_S,hot,no,101.0,38.51,2024-09-04 15:00:00,2024-09-04 19:14:24,2024-09-04 18:54:36,1,delivered,3,620.53
SHP-21047,11047.0,fedex,automobile parts,ev van,express,east,WH_KOLKATA_E,clear,no,275.3,11.58,2024-09-05 18:00:00,2024-09-06 02:07:12,2024-09-06 01:34:48,1,delivered,3,1461.24
SHP-21048,11048.0,xpressbees,cosmetics,ev van,same day,south,WH_BLR_S,cold,no,67.4,8.94,2024-09-06 21:00:00,2024-09-07 00:30:00,2024-09-07 02:13:48,1,delivered,4,463.82
SHP-21049,11049.0,delhivery,documents,ev bike,same day,south,WH_BLR_S,cold,no,55.3,45.99,2024-09-07 00:00:00,2024-09-07 03:13:48,2024-09-07 05:02:24,1,delivered,5,514.47
SHP-21050,11050.0,ekart,fragile items,bike,standard,south,WH_BLR_S,clear,no,4.6,36.21,2024-09-08 03:00:00,2024-09-08 05:06:00,2024-09-08 04:08:24,1,delivered,5,131.63
SHP-21051,11051.0,amazon logistics,electronics,ev bike,express,west,WH_MUMBAI_W,foggy,yes,87.0,23.25,2024-09-09 06:00:00,2024-09-09 09:55:48,2024-09-09 22:40:48,0,failed,1,554.75
SHP-21052,11052.0,ecom express,automobile parts,truck,two day,east,WH_KOLKATA_E,clear,no,127.9,30.8,2024-09-10 09:00:00,2024-09-10 13:50:24,2024-09-10 13:58:12,1,delivered,5,731.9
SHP-21053,11053.0,ecom express,pharmacy,ev bike,two day,central,WH_NAGPUR_C,rainy,no,230.3,43.02,2024-09-11 12:00:00,2024-09-11 19:07:12,2024-09-11 19:31:48,1,delivered,5,1280.56
SHP-21054,11054.0,ekart,pharmacy,ev bike,same day,central,WH_NAGPUR_C,cold,no,20.1,13.81,2024-09-12 15:00:00,2024-09-12 17:27:00,2024-09-12 17:43:48,1,delivered,5,241.93
SHP-21055,11055.0,blue dart,electronics,ev bike,express,north,WH_DELHI_N,foggy,yes,68.4,10.62,2024-09-13 18:00:00,2024-09-13 21:31:12,2024-09-14 14:33:00,0,failed,1,423.86
SHP-21056,11056.0,blue dart,clothing,ev van,same day,west,WH_MUMBAI_W,foggy,no,180.4,29.31,2024-09-14 21:00:00,2024-09-15 03:00:36,2024-09-15 03:24:36,1,delivered,5,1089.93
SHP-21057,11057.0,blue dart,cosmetics,bike,same day,west,WH_MUMBAI_W,cold,no,230.3,12.53,2024-09-15 00:00:00,2024-09-15 07:07:12,2024-09-15 08:13:12,1,delivered,5,1289.09
SHP-21058,11058.0,ecom express,pharmacy,ev van,standard,north,WH_DELHI_N,rainy,no,207.3,13.59,2024-09-16 03:00:00,2024-09-16 09:36:36,2024-09-16 10:45:36,1,delivered,5,1077.27
SHP-21059,11059.0,amazon logistics,clothing,van,express,west,WH_MUMBAI_W,rainy,yes,230.5,43.8,2024-09-17 06:00:00,2024-09-17 13:07:12,2024-09-17 22:00:36,0,delayed,2,1333.9
SHP-21060,11060.0,amazon logistics,pharmacy,scooter,standard,east,WH_KOLKATA_E,clear,no,233.3,4.56,2024-09-18 09:00:00,2024-09-18 16:10:48,2024-09-18 17:06:36,1,delivered,5,1180.18
SHP-21061,11061.0,xpressbees,cosmetics,ev bike,same day,central,WH_NAGPUR_C,hot,no,50.8,26.43,2024-09-19 12:00:00,2024-09-19 15:07:48,2024-09-19 16:27:00,1,delivered,5,433.29
SHP-21062,11062.0,dhl,documents,ev van,standard,east,WH_KOLKATA_E,rainy,no,86.1,18.91,2024-09-20 15:00:00,2024-09-20 18:54:36,2024-09-20 19:49:48,1,delivered,4,487.23
SHP-21063,11063.0,fedex,cosmetics,bike,two day,east,WH_KOLKATA_E,foggy,no,269.6,30.71,2024-09-21 18:00:00,2024-09-22 01:59:24,2024-09-22 02:45:36,1,delivered,4,1440.13
SHP-21064,11064.0,amazon logistics,automobile parts,ev van,express,west,WH_MUMBAI_W,clear,yes,218.8,8.4,2024-09-22 21:00:00,2024-09-23 03:51:36,2024-09-23 21:09:36,0,failed,2,1169.2
SHP-21065,11065.0,amazon logistics,furniture,van,two day,west,WH_MUMBAI_W,stormy,yes,288.4,29.32,2024-09-23 00:00:00,2024-09-23 08:24:36,2024-09-24 06:58:12,0,delayed,2,1529.96
SHP-21066,11066.0,fedex,documents,ev van,two day,west,WH_MUMBAI_W,hot,no,290.7,36.99,2024-09-24 03:00:00,2024-09-24 11:27:36,2024-09-24 12:25:12,1,delivered,3,1564.47
SHP-21067,11067.0,amazon logistics,automobile parts,bike,express,east,WH_KOLKATA_E,rainy,yes,3.6,19.98,2024-09-25 06:00:00,2024-09-25 08:04:48,2024-09-25 22:25:48,0,delayed,2,119.94
SHP-21068,11068.0,dhl,automobile parts,truck,same day,east,WH_KOLKATA_E,clear,no,178.4,11.35,2024-09-26 09:00:00,2024-09-26 14:57:36,2024-09-26 16:30:00,1,delivered,4,1026.05
SHP-21069,11069.0,dhl,furniture,truck,standard,central,WH_NAGPUR_C,rainy,no,239.7,30.93,2024-09-27 12:00:00,2024-09-27 19:19:48,2024-09-27 19:19:48,1,delivered,3,1291.29
SHP-21070,11070.0,amazon logistics,groceries,ev bike,two day,central,WH_NAGPUR_C,hot,no,195.2,47.79,2024-09-28 15:00:00,2024-09-28 21:20:24,2024-09-28 21:54:36,1,delivered,3,1119.37
SHP-21071,11071.0,dhl,fragile items,van,two day,south,WH_BLR_S,cold,no,21.4,49.52,2024-07-01 18:00:00,2024-07-01 20:28:48,2024-07-01 21:30:36,1,delivered,5,256.91
SHP-21072,11072.0,xpressbees,electronics,bike,same day,west,WH_MUMBAI_W,hot,yes,204.8,6.26,2024-07-02 21:00:00,2024-07-03 03:33:00,2024-07-03 13:56:24,0,delayed,2,1142.78
SHP-21073,11073.0,fedex,documents,scooter,same day,north,WH_DELHI_N,cold,no,142.0,0.9,2024-07-03 00:00:00,2024-07-03 05:09:36,2024-07-03 05:51:00,1,delivered,4,812.7
SHP-21074,11074.0,ekart,furniture,scooter,standard,south,WH_BLR_S,clear,no,172.5,29.33,2024-07-04 03:00:00,2024-07-04 08:49:48,2024-07-04 10:34:12,1,delivered,5,950.49
SHP-21075,11075.0,blue dart,pharmacy,ev van,express,east,WH_KOLKATA_E,hot,yes,238.5,14.94,2024-07-05 06:00:00,2024-07-05 13:18:00,2024-07-06 09:01:12,0,delayed,3,1287.32
SHP-21076,11076.0,shadowfax,pharmacy,bike,same day,south,WH_BLR_S,cold,no,51.5,39.35,2024-07-06 09:00:00,2024-07-06 12:08:24,2024-07-06 14:06:00,1,delivered,3,475.55
SHP-21077,11077.0,fedex,groceries,ev van,standard,central,WH_NAGPUR_C,cold,no,107.9,42.48,2024-07-07 12:00:00,2024-07-07 16:24:00,2024-07-07 17:06:36,1,delivered,5,666.94
SHP-21078,11078.0,dhl,fragile items,truck,same day,central,WH_NAGPUR_C,cold,no,16.2,17.21,2024-07-08 15:00:00,2024-07-08 17:21:36,2024-07-08 17:41:24,1,delivered,4,232.63
SHP-21079,11079.0,xpressbees,pharmacy,truck,two day,north,WH_DELHI_N,stormy,no,172.0,48.36,2024-07-09 18:00:00,2024-07-09 23:49:12,2024-07-10 00:28:48,1,delivered,4,1005.08
SHP-21080,11080.0,delhivery,furniture,ev van,two day,south,WH_BLR_S,cold,no,27.3,15.94,2024-07-10 21:00:00,2024-07-10 23:36:36,2024-07-10 22:57:00,1,delivered,5,184.32
SHP-21081,11081.0,delhivery,automobile parts,ev bike,standard,north,WH_DELHI_N,foggy,no,76.4,7.15,2024-07-11 00:00:00,2024-07-11 03:42:00,2024-07-11 03:54:00,1,delivered,5,403.45
SHP-21082,11082.0,ecom express,electronics,truck,same day,north,WH_DELHI_N,rainy,no,225.6,18.22,2024-07-12 03:00:00,2024-07-12 10:00:36,2024-07-12 10:23:24,1,delivered,3,1282.66
SHP-21083,11083.0,shadowfax,cosmetics,ev bike,standard,east,WH_KOLKATA_E,cold,no,34.8,39.55,2024-07-13 06:00:00,2024-07-13 08:46:12,2024-07-13 10:19:12,1,delivered,3,292.65
SHP-21084,11084.0,fedex,automobile parts,van,standard,west,WH_MUMBAI_W,hot,no,104.5,45.45,2024-07-14 09:00:00,2024-07-14 13:19:12,2024-07-14 14:36:00,1,delivered,4,658.85
SHP-21085,11085.0,delhivery,pharmacy,ev van,two day,west,WH_MUMBAI_W,hot,no,225.7,40.16,2024-07-15 12:00:00,2024-07-15 19:01:12,2024-07-15 19:49:12,1,delivered,3,1248.98
SHP-21086,11086.0,shadowfax,pharmacy,ev bike,same day,east,WH_KOLKATA_E,foggy,yes,231.3,44.01,2024-07-16 15:00:00,2024-07-16 22:08:24,2024-07-17 07:33:00,0,failed,1,1388.53
SHP-21087,11087.0,dhl,groceries,ev van,same day,east,WH_KOLKATA_E,cold,yes,224.9,16.62,2024-07-17 18:00:00,2024-07-18 01:00:00,2024-07-18 19:16:48,0,delayed,3,1274.36
SHP-21088,11088.0,shadowfax,documents,truck,two day,south,WH_BLR_S,foggy,no,179.8,42.96,2024-07-18 21:00:00,2024-07-19 03:00:00,2024-07-19 02:46:48,1,delivered,4,1027.88
SHP-21089,11089.0,delhivery,furniture,truck,standard,central,WH_NAGPUR_C,stormy,no,209.3,41.71,2024-07-19 00:00:00,2024-07-19 06:39:00,2024-07-19 06:55:48,1,delivered,3,1171.63
SHP-21090,11090.0,fedex,automobile parts,van,same day,central,WH_NAGPUR_C,foggy,yes,199.9,35.14,2024-07-20 03:00:00,2024-07-20 09:26:24,2024-07-21 05:22:48,0,delayed,2,1204.92
SHP-21091,11091.0,shadowfax,furniture,ev van,standard,south,WH_BLR_S,foggy,no,164.4,44.69,2024-07-21 06:00:00,2024-07-21 11:39:00,2024-07-21 13:18:00,1,delivered,4,956.07
SHP-21092,11092.0,ekart,clothing,truck,standard,north,WH_DELHI_N,hot,no,116.9,16.26,2024-07-22 09:00:00,2024-07-22 13:36:00,2024-07-22 14:42:00,1,delivered,4,633.28
SHP-21093,11093.0,delhivery,furniture,bike,two day,east,WH_KOLKATA_E,clear,no,34.1,22.37,2024-07-23 12:00:00,2024-07-23 14:45:36,2024-07-23 14:46:48,1,delivered,5,237.61
SHP-21094,11094.0,ecom express,electronics,truck,express,west,WH_MUMBAI_W,clear,yes,249.7,12.37,2024-07-24 15:00:00,2024-07-24 22:33:00,2024-07-25 07:25:48,0,delayed,2,1335.61
SHP-21095,11095.0,xpressbees,automobile parts,bike,standard,south,WH_BLR_S,stormy,no,150.1,28.0,2024-07-25 18:00:00,2024-07-25 23:20:24,2024-07-25 22:50:24,1,delivered,3,834.5
SHP-21096,11096.0,shadowfax,furniture,truck,two day,south,WH_BLR_S,foggy,no,235.2,2.92,2024-07-26 21:00:00,2024-07-27 04:13:48,2024-07-27 03:43:12,1,delivered,3,1184.76
SHP-21097,11097.0,xpressbees,clothing,ev bike,same day,north,WH_DELHI_N,clear,no,141.4,1.62,2024-07-27 00:00:00,2024-07-27 05:08:24,2024-07-27 04:31:48,1,delivered,3,811.86
SHP-21098,11098.0,xpressbees,pharmacy,ev bike,express,west,WH_MUMBAI_W,cold,no,192.2,4.47,2024-07-28 03:00:00,2024-07-28 09:16:12,2024-07-28 08:48:36,1,delivered,4,1024.41
SHP-21099,11099.0,blue dart,furniture,bike,two day,central,WH_NAGPUR_C,cold,no,294.5,11.68,2024-07-29 06:00:00,2024-07-29 14:32:24,2024-07-29 14:09:00,1,delivered,5,1507.54
SHP-21100,11100.0,fedex,furniture,van,same day,west,WH_MUMBAI_W,stormy,no,29.4,8.3,2024-07-30 09:00:00,2024-07-30 11:39:00,2024-07-30 10:59:24,1,delivered,4,271.9
SHP-21101,11101.0,amazon logistics,pharmacy,van,express,central,WH_NAGPUR_C,foggy,yes,87.6,43.13,2024-07-31 12:00:00,2024-07-31 15:57:00,2024-08-01 16:41:24,0,delayed,2,617.39
SHP-21102,11102.0,ekart,automobile parts,van,express,north,WH_DELHI_N,cold,no,78.0,44.16,2024-08-01 15:00:00,2024-08-01 18:43:48,2024-08-01 20:22:12,1,delivered,5,572.48
SHP-21103,11103.0,ecom express,fragile items,ev van,standard,central,WH_NAGPUR_C,rainy,no,268.4,28.12,2024-08-02 18:00:00,2024-08-03 01:57:36,2024-08-03 01:06:00,1,delivered,4,1426.36
SHP-21104,11104.0,delhivery,documents,truck,express,central,WH_NAGPUR_C,clear,yes,38.0,16.14,2024-08-03 21:00:00,2024-08-03 23:50:24,2024-08-04 21:34:48,0,delayed,3,288.42
SHP-21105,11105.0,ekart,documents,van,express,south,WH_BLR_S,stormy,yes,251.9,13.02,2024-08-04 00:00:00,2024-08-04 07:36:00,2024-08-05 04:15:36,0,delayed,3,1348.56
SHP-21106,11106.0,dhl,automobile parts,ev van,express,west,WH_MUMBAI_W,stormy,yes,32.2,23.2,2024-08-05 03:00:00,2024-08-05 05:43:12,2024-08-06 05:15:36,0,failed,1,280.6
SHP-21107,11107.0,shadowfax,pharmacy,truck,standard,north,WH_DELHI_N,rainy,no,294.6,46.2,2024-08-06 06:00:00,2024-08-06 14:33:00,2024-08-06 16:10:12,1,delivered,4,1611.6
SHP-21108,11108.0,blue dart,electronics,van,standard,central,WH_NAGPUR_C,hot,no,44.3,32.98,2024-08-07 09:00:00,2024-08-07 11:58:48,2024-08-07 13:01:12,1,delivered,4,320.44
SHP-21109,11109.0,ekart,furniture,truck,same day,north,WH_DELHI_N,rainy,no,12.1,44.69,2024-08-08 12:00:00,2024-08-08 14:16:12,2024-08-08 15:14:24,1,delivered,3,294.57
SHP-21110,11110.0,shadowfax,clothing,ev van,express,north,WH_DELHI_N,foggy,yes,274.6,31.88,2024-08-09 15:00:00,2024-08-09 23:06:00,2024-08-10 06:50:24,0,delayed,2,1518.64
SHP-21111,11111.0,ekart,electronics,van,standard,west,WH_MUMBAI_W,clear,no,278.7,11.33,2024-08-10 18:00:00,2024-08-11 02:11:24,2024-08-11 02:26:24,1,delivered,3,1427.49
SHP-21112,11112.0,amazon logistics,clothing,truck,same day,west,WH_MUMBAI_W,clear,no,137.9,9.93,2024-08-11 21:00:00,2024-08-12 02:03:36,2024-08-12 01:37:12,1,delivered,4,819.29
SHP-21113,11113.0,amazon logistics,documents,scooter,standard,central,WH_NAGPUR_C,clear,no,186.0,33.82,2024-08-12 00:00:00,2024-08-12 06:07:48,2024-08-12 05:26:24,1,delivered,5,1031.46
SHP-21114,11114.0,ekart,electronics,bike,express,central,WH_NAGPUR_C,clear,no,59.1,28.31,2024-08-13 03:00:00,2024-08-13 06:18:36,2024-08-13 06:13:12,1,delivered,4,430.43
SHP-21115,11115.0,shadowfax,fragile items,bike,two day,north,WH_DELHI_N,rainy,no,286.8,17.21,2024-08-14 06:00:00,2024-08-14 14:22:12,2024-08-14 15:57:00,1,delivered,4,1485.63
SHP-21116,11116.0,ekart,groceries,van,express,west,WH_MUMBAI_W,stormy,yes,252.0,13.63,2024-08-15 09:00:00,2024-08-15 16:36:00,2024-08-16 02:55:12,0,delayed,2,1350.89
SHP-21117,11117.0,dhl,furniture,ev bike,standard,south,WH_BLR_S,foggy,no,266.2,44.59,2024-08-16 12:00:00,2024-08-16 19:55:12,2024-08-16 20:11:24,1,delivered,4,1464.77
SHP-21118,11118.0,xpressbees,fragile items,scooter,same day,central,WH_NAGPUR_C,rainy,yes,253.7,30.32,2024-08-17 15:00:00,2024-08-17 22:38:24,2024-08-18 08:26:24,0,delayed,2,1459.46
SHP-21119,11119.0,ekart,fragile items,ev van,standard,south,WH_BLR_S,clear,no,166.7,49.01,2024-08-18 18:00:00,2024-08-18 23:42:00,2024-08-19 01:36:00,1,delivered,4,980.53
SHP-21120,11120.0,blue dart,fragile items,bike,same day,east,WH_KOLKATA_E,clear,no,100.3,25.12,2024-08-19 21:00:00,2024-08-20 01:13:48,2024-08-20 01:58:12,1,delivered,5,676.86
SHP-21121,11121.0,ekart,clothing,ev bike,two day,south,WH_BLR_S,stormy,no,297.1,26.39,2024-08-20 00:00:00,2024-08-20 08:36:00,2024-08-20 09:10:12,1,delivered,5,1569.17
SHP-21122,11122.0,ecom express,cosmetics,scooter,express,west,WH_MUMBAI_W,hot,no,120.1,33.25,2024-08-21 03:00:00,2024-08-21 07:40:12,2024-08-21 06:42:00,1,delivered,4,750.25
SHP-21123,11123.0,ekart,automobile parts,bike,standard,central,WH_NAGPUR_C,rainy,no,291.6,37.8,2024-08-22 06:00:00,2024-08-22 14:28:48,2024-08-22 14:56:24,1,delivered,5,1571.4
SHP-21124,11124.0,dhl,electronics,ev bike,two day,east,WH_KOLKATA_E,hot,no,70.7,47.24,2024-08-23 09:00:00,2024-08-23 12:34:12,2024-08-23 14:04:48,1,delivered,3,495.22
SHP-21125,11125.0,shadowfax,fragile items,truck,same day,south,WH_BLR_S,hot,no,180.2,0.67,2024-08-24 12:00:00,2024-08-24 18:00:00,2024-08-24 17:39:36,1,delivered,3,1002.71
SHP-21126,11126.0,delhivery,fragile items,truck,express,south,WH_BLR_S,hot,yes,165.6,10.54,2024-08-25 15:00:00,2024-08-25 20:40:48,2024-08-26 03:06:00,0,delayed,2,909.62
SHP-21127,11127.0,ekart,fragile items,ev van,standard,west,WH_MUMBAI_W,rainy,no,80.5,19.11,2024-08-26 18:00:00,2024-08-26 21:47:24,2024-08-26 23:43:12,1,delivered,3,459.83
SHP-21128,11128.0,blue dart,groceries,truck,same day,west,WH_MUMBAI_W,stormy,no,78.6,30.32,2024-08-27 21:00:00,2024-08-28 00:45:00,2024-08-27 23:57:00,1,delivered,4,583.96
SHP-21129,11129.0,ecom express,clothing,ev van,two day,south,WH_BLR_S,stormy,no,234.7,1.0,2024-08-28 00:00:00,2024-08-28 07:13:12,2024-08-28 08:54:36,1,delivered,5,1176.5
SHP-21130,11130.0,ecom express,cosmetics,van,standard,south,WH_BLR_S,stormy,no,100.2,43.28,2024-08-29 03:00:00,2024-08-29 07:13:48,2024-08-29 07:10:12,1,delivered,3,630.84
SHP-21131,11131.0,xpressbees,pharmacy,van,express,central,WH_NAGPUR_C,hot,no,200.8,33.62,2024-08-30 06:00:00,2024-08-30 12:27:36,2024-08-30 13:13:12,1,delivered,4,1154.86
SHP-21132,11132.0,ekart,cosmetics,van,express,central,WH_NAGPUR_C,stormy,yes,158.5,32.84,2024-08-31 09:00:00,2024-08-31 14:31:12,2024-09-01 00:06:00,0,delayed,3,941.02
SHP-21133,11133.0,shadowfax,documents,van,express,south,WH_BLR_S,stormy,yes,57.2,37.52,2024-09-01 12:00:00,2024-09-01 15:16:12,2024-09-02 03:27:36,0,delayed,2,448.56
SHP-21134,11134.0,shadowfax,clothing,ev van,standard,west,WH_MUMBAI_W,hot,no,85.1,17.28,2024-09-02 15:00:00,2024-09-02 18:53:24,2024-09-02 18:03:36,1,delivered,4,477.34
SHP-21135,11135.0,amazon logistics,automobile parts,truck,same day,north,WH_DELHI_N,rainy,no,97.3,36.01,2024-09-03 18:00:00,2024-09-03 22:09:36,2024-09-03 23:39:36,1,delivered,3,694.53
SHP-21136,11136.0,blue dart,furniture,ev van,two day,central,WH_NAGPUR_C,stormy,no,82.0,12.27,2024-09-04 21:00:00,2024-09-05 00:49:12,2024-09-04 23:57:36,1,delivered,4,446.81
SHP-21137,11137.0,xpressbees,fragile items,scooter,standard,south,WH_BLR_S,hot,no,31.4,11.84,2024-09-05 00:00:00,2024-09-05 02:42:00,2024-09-05 03:39:36,1,delivered,5,192.52
SHP-21138,11138.0,blue dart,automobile parts,ev bike,standard,west,WH_MUMBAI_W,clear,no,3.6,43.18,2024-09-06 03:00:00,2024-09-06 05:04:48,2024-09-06 05:01:12,1,delivered,3,147.54
SHP-21139,11139.0,shadowfax,furniture,bike,express,west,WH_MUMBAI_W,hot,yes,240.1,10.15,2024-09-07 06:00:00,2024-09-07 13:20:24,2024-09-08 06:55:12,0,delayed,2,1280.95
SHP-21140,11140.0,amazon logistics,documents,scooter,same day,central,WH_NAGPUR_C,foggy,no,80.0,42.54,2024-09-08 09:00:00,2024-09-08 12:46:48,2024-09-08 13:30:00,1,delivered,4,627.62
SHP-21141,11141.0,delhivery,automobile parts,bike,standard,central,WH_NAGPUR_C,hot,no,269.8,24.64,2024-09-09 12:00:00,2024-09-09 20:00:00,2024-09-09 19:56:24,1,delivered,5,1422.92
SHP-21142,11142.0,blue dart,cosmetics,ev van,two day,south,WH_BLR_S,hot,no,9.0,3.98,2024-09-10 15:00:00,2024-09-10 17:12:00,2024-09-10 17:44:24,1,delivered,3,95.6674
SHP-21143,11143.0,amazon logistics,pharmacy,scooter,same day,east,WH_KOLKATA_E,rainy,yes,235.5,7.5,2024-09-11 18:00:00,2024-09-12 01:13:48,2024-09-12 22:31:12,0,delayed,2,1300.0
SHP-21144,11144.0,delhivery,automobile parts,ev bike,express,west,WH_MUMBAI_W,stormy,yes,90.4,14.99,2024-09-12 21:00:00,2024-09-13 01:00:36,2024-09-13 11:21:36,0,delayed,3,546.97
SHP-21145,11145.0,xpressbees,documents,van,express,east,WH_KOLKATA_E,stormy,yes,201.7,31.64,2024-09-13 00:00:00,2024-09-13 06:28:48,2024-09-13 14:03:00,0,delayed,2,1153.42
SHP-21146,11146.0,fedex,groceries,bike,express,south,WH_BLR_S,cold,no,208.5,26.66,2024-09-14 03:00:00,2024-09-14 09:37:48,2024-09-14 09:26:24,1,delivered,4,1172.48
SHP-21147,11147.0,dhl,electronics,van,same day,south,WH_BLR_S,rainy,no,66.1,49.52,2024-09-15 06:00:00,2024-09-15 09:28:12,2024-09-15 09:36:00,1,delivered,4,579.12
SHP-21148,11148.0,amazon logistics,groceries,van,standard,east,WH_KOLKATA_E,rainy,no,61.4,49.45,2024-09-16 09:00:00,2024-09-16 12:21:36,2024-09-16 14:00:36,1,delivered,3,455.35
SHP-21149,11149.0,amazon logistics,furniture,truck,express,central,WH_NAGPUR_C,foggy,yes,255.3,15.33,2024-09-17 12:00:00,2024-09-17 19:40:12,2024-09-18 16:25:12,0,failed,1,1372.49
SHP-21150,11150.0,ekart,furniture,scooter,express,north,WH_DELHI_N,hot,no,68.9,19.12,2024-09-18 15:00:00,2024-09-18 18:31:48,2024-09-18 19:00:36,1,delivered,3,451.86
SHP-21151,11151.0,delhivery,clothing,ev bike,express,south,WH_BLR_S,rainy,yes,37.1,0.98,2024-09-19 18:00:00,2024-09-19 20:49:12,2024-09-20 11:12:00,0,failed,1,238.44
SHP-21152,11152.0,blue dart,fragile items,ev bike,two day,west,WH_MUMBAI_W,hot,no,207.1,27.33,2024-09-20 21:00:00,2024-09-21 03:36:00,2024-09-21 03:30:00,1,delivered,3,1117.49
SHP-21153,11153.0,delhivery,furniture,bike,standard,east,WH_KOLKATA_E,clear,no,65.9,7.76,2024-09-21 00:00:00,2024-09-21 03:27:36,2024-09-21 05:19:12,1,delivered,3,352.78
SHP-21154,11154.0,ecom express,groceries,truck,standard,east,WH_KOLKATA_E,hot,no,217.3,20.21,2024-09-22 03:00:00,2024-09-22 09:49:48,2024-09-22 09:10:48,1,delivered,3,1147.13
SHP-21155,11155.0,shadowfax,fragile items,truck,express,south,WH_BLR_S,hot,no,138.2,14.47,2024-09-23 06:00:00,2024-09-23 11:04:12,2024-09-23 11:06:36,1,delivered,4,784.41
SHP-21156,11156.0,xpressbees,furniture,scooter,express,central,WH_NAGPUR_C,stormy,yes,109.1,30.03,2024-09-24 09:00:00,2024-09-24 13:25:12,2024-09-25 10:08:24,0,delayed,2,685.59
SHP-21157,11157.0,ekart,automobile parts,ev bike,two day,central,WH_NAGPUR_C,cold,no,19.3,12.2,2024-09-25 12:00:00,2024-09-25 14:25:48,2024-09-25 13:31:12,1,delivered,4,133.1
SHP-21158,11158.0,amazon logistics,documents,scooter,express,central,WH_NAGPUR_C,cold,no,89.0,21.93,2024-09-26 15:00:00,2024-09-26 18:58:48,2024-09-26 18:03:00,1,delivered,3,560.79
SHP-21159,11159.0,xpressbees,fragile items,ev van,same day,south,WH_BLR_S,hot,no,79.3,24.36,2024-09-27 18:00:00,2024-09-27 21:45:36,2024-09-27 22:18:36,1,delivered,5,569.58
SHP-21160,11160.0,xpressbees,automobile parts,van,same day,west,WH_MUMBAI_W,hot,no,224.1,23.11,2024-09-28 21:00:00,2024-09-29 03:58:48,2024-09-29 04:25:48,1,delivered,4,1289.83
SHP-21161,11161.0,fedex,cosmetics,van,same day,central,WH_NAGPUR_C,stormy,yes,150.5,22.76,2024-07-01 00:00:00,2024-07-01 05:20:24,2024-07-01 17:07:12,0,delayed,2,920.78
SHP-21162,11162.0,xpressbees,automobile parts,truck,express,south,WH_BLR_S,hot,yes,273.9,17.82,2024-07-02 03:00:00,2024-07-02 11:05:24,2024-07-02 23:56:24,0,delayed,2,1472.96
SHP-21163,11163.0,fedex,cosmetics,truck,two day,south,WH_BLR_S,hot,no,25.5,16.63,2024-07-03 06:00:00,2024-07-03 08:34:12,2024-07-03 09:02:24,1,delivered,5,177.39
SHP-21164,11164.0,dhl,pharmacy,truck,express,west,WH_MUMBAI_W,foggy,yes,153.7,15.29,2024-07-04 09:00:00,2024-07-04 14:25:12,2024-07-04 23:41:24,0,delayed,2,864.37
