po_id,supplier_id,product_id,plant_warehouse_id,ordered_qty,received_qty,unit_purchase_cost,po_order_date,po_promised_date,po_dock_delivery_date,procurement_on_time,procurement_in_full,procurement_otif
PO-2024-59346,P0081_S2,P0666,WH_DELHI_N,528,528,625.78,2024-07-16,2024-07-21,2024-07-22 00:00:00,0,1,0
PO-2024-59347,P0086_S1,P0280,WH_DUBAI_GCC,156,156,542.74,2024-07-17,2024-07-21,2024-07-20 12:00:00,1,1,1
PO-2024-59348,P0115_S2,P0852,WH_NAGPUR_C,1683,1683,661.3,2024-07-18,2024-07-23,2024-07-22 05:00:00,1,1,1
PO-2024-59349,P0136_S1,P0119,WH_NAGPUR_C,1689,1689,230.2,2024-07-19,2024-07-22,2024-07-23 00:00:00,0,1,0
PO-2024-59350,P0136_S3,P0466,WH_RIYADH_GCC,1086,1086,221.84,2024-07-20,2024-07-23,2024-08-10 00:00:00,0,1,0
PO-2024-59351,P0060_S3,P0524,WH_RIYADH_GCC,1520,1520,149.34,2024-07-21,2024-07-26,2024-07-25 19:00:00,1,1,1
PO-2024-59352,P0035_S1,P0651,WH_NAGPUR_C,1030,1030,234.69,2024-07-22,2024-07-27,2024-08-01 00:00:00,0,1,0
PO-2024-59353,P0126_S3,P0363,WH_DUBAI_GCC,1397,1397,688.03,2024-07-23,2024-07-27,2024-07-29 00:00:00,0,1,0
PO-2024-59354,P0082_S2,P0080,WH_DUBAI_GCC,1311,1311,292.58,2024-07-24,2024-07-28,2024-08-06 00:00:00,0,1,0
PO-2024-59355,P0129_S1,P0115,WH_RIYADH_GCC,501,501,766.31,2024-07-25,2024-07-31,2024-07-30 08:00:00,1,1,1
PO-2024-59356,P0018_S1,P0748,WH_BLR_S,367,367,180.2,2024-07-26,2024-08-01,2024-08-03 00:00:00,0,1,0
PO-2024-59357,P0107_S1,P0913,WH_DUBAI_GCC,711,711,649.59,2024-07-27,2024-07-31,2024-07-30 13:00:00,1,1,1
PO-2024-59358,P0116_S3,P0909,WH_NAGPUR_C,1759,1759,330.78,2024-07-28,2024-08-01,2024-07-31 17:00:00,1,1,1
PO-2024-59359,P0018_S2,P0231,WH_DELHI_N,512,512,595.02,2024-07-29,2024-08-04,2024-08-06 00:00:00,0,1,0
PO-2024-59360,P0123_S3,P0857,WH_DUBAI_GCC,1526,1526,517.4,2024-07-30,2024-08-05,2024-08-05 00:00:00,1,1,1
PO-2024-59361,P0139_S2,P0565,WH_DOHA_GCC,688,688,118.61,2024-07-31,2024-08-04,2024-08-03 23:00:00,1,1,1
PO-2024-59362,P0085_S2,P0620,WH_DUBAI_GCC,1204,1204,118.62,2024-08-01,2024-08-06,2024-08-07 00:00:00,0,1,0
PO-2024-59363,P0035_S5,P0834,WH_BLR_S,486,486,638.97,2024-08-02,2024-08-07,2024-08-06 02:00:00,1,1,1
PO-2024-59364,P0108_S4,P0517,WH_RIYADH_GCC,1301,1301,297.99,2024-08-03,2024-08-08,2024-08-07 03:00:00,1,1,1
PO-2024-59365,P0110_S1,P0907,WH_DUBAI_GCC,391,391,154.06,2024-08-04,2024-08-09,2024-08-08 06:00:00,1,1,1
PO-2024-59366,P0090_S2,P0294,WH_KOLKATA_E,359,359,37.9,2024-08-05,2024-08-09,2024-08-08 19:00:00,1,1,1
PO-2024-59367,P0098_S2,P0852,WH_MUMBAI_W,1242,1242,661.3,2024-08-06,2024-08-11,2024-08-10 21:00:00,1,1,1
PO-2024-59368,P0138_S1,P0022,WH_NAGPUR_C,1662,1662,579.15,2024-08-07,2024-08-12,2024-08-11 18:00:00,1,1,1
PO-2024-59369,P0057_S3,P0266,WH_DOHA_GCC,1440,1440,210.02,2024-08-08,2024-08-13,2024-08-12 03:00:00,1,1,1
PO-2024-59370,P0121_S2,P0342,WH_DOHA_GCC,1810,1810,141.26,2024-08-09,2024-08-12,2024-08-11 13:00:00,1,1,1
PO-2024-59371,P0093_S2,P0021,WH_DOHA_GCC,1098,1098,247.27,2024-08-10,2024-08-14,2024-08-13 01:00:00,1,1,1
PO-2024-59372,P0051_S2,P0429,WH_KOLKATA_E,1953,1953,716.11,2024-08-11,2024-08-16,2024-08-15 17:00:00,1,1,1
PO-2024-59373,P0110_S1,P0801,WH_DOHA_GCC,1580,1580,589.9,2024-08-12,2024-08-17,2024-08-16 01:00:00,1,1,1
PO-2024-59374,P0063_S4,P0595,WH_DOHA_GCC,901,901,237.8,2024-08-13,2024-08-18,2024-08-20 00:00:00,0,1,0
PO-2024-59375,P0082_S1,P0673,WH_RIYADH_GCC,1838,1838,497.14,2024-08-14,2024-08-18,2024-08-23 00:00:00,0,1,0
PO-2024-59376,P0125_S2,P0432,WH_DELHI_N,1594,1594,763.81,2024-08-15,2024-08-19,2024-08-26 00:00:00,0,1,0
PO-2024-59377,P0005_S2,P0918,WH_MUMBAI_W,1853,1853,434.23,2024-08-16,2024-08-20,2024-08-21 00:00:00,0,1,0
PO-2024-59378,P0142_S3,P0097,WH_KOLKATA_E,1593,1320,230.67,2024-08-17,2024-08-23,2024-08-27 00:00:00,0,0,0
PO-2024-59379,P0108_S2,P0188,WH_MUMBAI_W,103,103,800.88,2024-08-18,2024-08-23,2024-08-26 00:00:00,0,1,0
PO-2024-59380,P0019_S1,P0952,WH_NAGPUR_C,453,453,498.09,2024-08-19,2024-08-25,2024-08-24 04:00:00,1,1,1
PO-2024-59381,P0017_S2,P0429,WH_RIYADH_GCC,877,877,716.11,2024-08-20,2024-08-24,2024-08-23 07:00:00,1,1,1
PO-2024-59382,P0048_S4,P0952,WH_DUBAI_GCC,629,629,498.09,2024-08-21,2024-08-28,2024-08-30 00:00:00,0,1,0
PO-2024-59383,P0008_S2,P0688,WH_DELHI_N,149,149,188.94,2024-08-22,2024-08-27,2024-08-30 00:00:00,0,1,0
PO-2024-59384,P0096_S4,P0103,WH_RIYADH_GCC,1189,1189,129.82,2024-08-23,2024-08-28,2024-08-27 17:00:00,1,1,1
PO-2024-59385,P0137_S2,P0693,WH_MUMBAI_W,739,739,408.36,2024-08-24,2024-08-29,2024-08-28 21:00:00,1,1,1
PO-2024-59386,P0020_S2,P0809,WH_KOLKATA_E,363,363,278.92,2024-08-25,2024-08-30,2024-08-29 15:00:00,1,1,1
PO-2024-59387,P0032_S3,P0589,WH_NAGPUR_C,845,845,287.35,2024-08-26,2024-08-31,2024-08-30 11:00:00,1,1,1
PO-2024-59388,P0023_S2,P0926,WH_NAGPUR_C,515,515,543.01,2024-08-27,2024-08-31,2024-08-30 23:00:00,1,1,1
PO-2024-59389,P0055_S2,P0222,WH_RIYADH_GCC,1062,1062,189.04,2024-08-28,2024-09-03,2024-09-02 11:00:00,1,1,1
PO-2024-59390,P0049_S3,P0088,WH_DUBAI_GCC,764,764,203.87,2024-08-29,2024-09-03,2024-09-02 10:00:00,1,1,1
PO-2024-59391,P0081_S2,P0596,WH_KOLKATA_E,1328,1328,238.49,2024-08-30,2024-09-04,2024-09-05 00:00:00,0,1,0
PO-2024-59392,P0107_S3,P0746,WH_DUBAI_GCC,1051,1051,589.27,2024-08-31,2024-09-04,2024-09-06 00:00:00,0,1,0
PO-2024-59393,P0054_S1,P0693,WH_DUBAI_GCC,1827,1827,408.36,2024-09-01,2024-09-06,2024-09-07 00:00:00,0,1,0
PO-2024-59394,P0007_S1,P0102,WH_DOHA_GCC,562,562,93.39,2024-09-02,2024-09-08,2024-09-07 07:00:00,1,1,1
PO-2024-59395,P0112_S2,P0316,WH_KOLKATA_E,372,372,702.03,2024-09-03,2024-09-07,2024-09-06 12:00:00,1,1,1
PO-2024-59396,P0123_S3,P0911,WH_MUMBAI_W,1181,1181,29.18,2024-09-04,2024-09-10,2024-09-09 03:00:00,1,1,1
PO-2024-59397,P0052_S2,P0064,WH_RIYADH_GCC,1328,1328,251.65,2024-09-05,2024-09-11,2024-09-18 00:00:00,0,1,0
PO-2024-59398,P0094_S4,P0634,WH_RIYADH_GCC,373,373,735.1,2024-09-06,2024-09-11,2024-09-16 00:00:00,0,1,0
PO-2024-59399,P0034_S4,P0755,WH_DOHA_GCC,1854,1737,607.65,2024-09-07,2024-09-12,2024-09-13 00:00:00,0,0,0
PO-2024-59400,P0096_S3,P0150,WH_BLR_S,1258,1258,224.53,2024-09-08,2024-09-13,2024-09-15 00:00:00,0,1,0
PO-2024-59401,P0047_S3,P0918,WH_RIYADH_GCC,609,609,434.23,2024-06-01,2024-06-05,2024-06-15 00:00:00,0,1,0
PO-2024-59402,P0089_S1,P0569,WH_NAGPUR_C,407,407,621.02,2024-06-02,2024-06-07,2024-06-06 14:00:00,1,1,1
PO-2024-59403,P0143_S1,P0981,WH_MUMBAI_W,836,836,63.32,2024-06-03,2024-06-07,2024-06-23 00:00:00,0,1,0
PO-2024-59404,P0129_S2,P0150,WH_KOLKATA_E,890,890,224.53,2024-06-04,2024-06-10,2024-06-11 00:00:00,0,1,0
PO-2024-59405,P0060_S2,P0641,WH_RIYADH_GCC,1807,1807,529.5,2024-06-05,2024-06-10,2024-06-09 22:00:00,1,1,1
PO-2024-59406,P0024_S2,P0553,WH_MUMBAI_W,1619,1619,267.92,2024-06-06,2024-06-11,2024-06-10 13:00:00,1,1,1
PO-2024-59407,P0005_S2,P0064,WH_DOHA_GCC,1904,1904,251.65,2024-06-07,2024-06-11,2024-06-17 00:00:00,0,1,0
PO-2024-59408,P0094_S4,P0598,WH_RIYADH_GCC,1225,1225,217.41,2024-06-08,2024-06-13,2024-06-15 00:00:00,0,1,0
PO-2024-59409,P0031_S2,P0410,WH_KOLKATA_E,1558,1558,513.31,2024-06-09,2024-06-14,2024-06-13 10:00:00,1,1,1
PO-2024-59410,P0044_S2,P0368,WH_DELHI_N,1040,1040,818.79,2024-06-10,2024-06-16,2024-06-22 00:00:00,0,1,0
PO-2024-59411,P0001_S2,P0821,WH_KOLKATA_E,346,346,495.3,2024-06-11,2024-06-18,2024-06-23 00:00:00,0,1,0
PO-2024-59412,P0004_S1,P0280,WH_KOLKATA_E,1672,1672,542.74,2024-06-12,2024-06-18,2024-06-19 00:00:00,0,1,0
PO-2024-59413,P0124_S4,P0332,WH_KOLKATA_E,1025,1025,636.3,2024-06-13,2024-06-17,2024-06-17 00:00:00,1,1,1
PO-2024-59414,P0039_S1,P0907,WH_RIYADH_GCC,90,90,154.06,2024-06-14,2024-06-18,2024-06-21 00:00:00,0,1,0
PO-2024-59415,P0025_S3,P0131,WH_BLR_S,363,363,77.4,2024-06-15,2024-06-19,2024-06-22 00:00:00,0,1,0
PO-2024-59416,P0139_S5,P0517,WH_KOLKATA_E,1503,1503,297.99,2024-06-16,2024-06-20,2024-06-24 00:00:00,0,1,0
PO-2024-59417,P0042_S2,P0981,WH_DOHA_GCC,1346,1346,63.32,2024-06-17,2024-06-22,2024-06-23 00:00:00,0,1,0
PO-2024-59418,P0094_S3,P0188,WH_NAGPUR_C,313,313,800.88,2024-06-18,2024-06-23,2024-06-28 00:00:00,0,1,0
PO-2024-59419,P0044_S5,P0408,WH_NAGPUR_C,1188,1188,169.65,2024-06-19,2024-06-25,2024-06-24 04:00:00,1,1,1
PO-2024-59420,P0084_S4,P0430,WH_DOHA_GCC,569,569,555.71,2024-06-20,2024-06-24,2024-06-23 06:00:00,1,1,1
PO-2024-59421,P0103_S3,P0254,WH_MUMBAI_W,979,979,55.81,2024-06-21,2024-06-25,2024-06-24 04:00:00,1,1,1
PO-2024-59422,P0098_S1,P0688,WH_BLR_S,1521,1521,188.94,2024-06-22,2024-06-27,2024-06-26 10:00:00,1,1,1
PO-2024-59423,P0039_S5,P0857,WH_MUMBAI_W,317,317,517.4,2024-06-23,2024-06-27,2024-06-30 00:00:00,0,1,0
PO-2024-59424,P0126_S1,P0583,WH_DOHA_GCC,1758,1758,409.12,2024-06-24,2024-06-28,2024-06-27 06:00:00,1,1,1
PO-2024-59425,P0070_S1,P0568,WH_NAGPUR_C,1283,1283,756.46,2024-06-25,2024-07-01,2024-06-30 08:00:00,1,1,1
PO-2024-59426,P0018_S3,P0027,WH_DUBAI_GCC,1237,1237,518.27,2024-06-26,2024-07-02,2024-07-01 06:00:00,1,1,1
PO-2024-59427,P0057_S3,P0666,WH_NAGPUR_C,593,593,625.78,2024-06-27,2024-07-02,2024-07-03 00:00:00,0,1,0
PO-2024-59428,P0061_S2,P0674,WH_DELHI_N,619,619,251.02,2024-06-28,2024-07-03,2024-07-07 00:00:00,0,1,0
PO-2024-59429,P0116_S2,P0712,WH_KOLKATA_E,463,463,255.8,2024-06-29,2024-07-03,2024-07-02 04:00:00,1,1,1
PO-2024-59430,P0112_S1,P0088,WH_DUBAI_GCC,1734,1734,203.87,2024-06-30,2024-07-04,2024-07-12 00:00:00,0,1,0
PO-2024-59431,P0015_S1,P0569,WH_NAGPUR_C,973,973,621.02,2024-07-01,2024-07-05,2024-07-04 18:00:00,1,1,1
PO-2024-59432,P0031_S3,P0230,WH_RIYADH_GCC,827,827,350.62,2024-07-02,2024-07-07,2024-07-06 02:00:00,1,1,1
PO-2024-59433,P0082_S3,P0540,WH_RIYADH_GCC,1155,1155,396.05,2024-07-03,2024-07-07,2024-07-06 12:00:00,1,1,1
PO-2024-59434,P0007_S1,P0662,WH_MUMBAI_W,692,692,733.15,2024-07-04,2024-07-10,2024-07-20 00:00:00,0,1,0
PO-2024-59435,P0118_S2,P0097,WH_DUBAI_GCC,198,198,230.67,2024-07-05,2024-07-11,2024-07-12 00:00:00,0,1,0
PO-2024-59436,P0132_S4,P0202,WH_MUMBAI_W,336,336,288.43,2024-07-06,2024-07-11,2024-07-19 00:00:00,0,1,0
PO-2024-59437,P0112_S2,P0342,WH_KOLKATA_E,916,916,141.26,2024-07-07,2024-07-11,2024-07-16 00:00:00,0,1,0
PO-2024-59438,P0096_S3,P0430,WH_KOLKATA_E,1140,1140,555.71,2024-07-08,2024-07-13,2024-07-20 00:00:00,0,1,0
PO-2024-59439,P0014_S2,P0408,WH_DELHI_N,1541,1541,169.65,2024-07-09,2024-07-13,2024-07-12 17:00:00,1,1,1
PO-2024-59440,P0009_S1,P0909,WH_DOHA_GCC,1646,1646,330.78,2024-07-10,2024-07-15,2024-07-20 00:00:00,0,1,0
PO-2024-59441,P0083_S2,P0294,WH_DOHA_GCC,214,214,37.9,2024-07-11,2024-07-16,2024-07-17 00:00:00,0,1,0
PO-2024-59442,P0031_S3,P0809,WH_BLR_S,436,436,278.92,2024-07-12,2024-07-17,2024-07-16 11:00:00,1,1,1
PO-2024-59443,P0133_S2,P0356,WH_MUMBAI_W,658,658,819.66,2024-07-13,2024-07-19,2024-07-18 13:00:00,1,1,1
PO-2024-59444,P0012_S1,P0595,WH_KOLKATA_E,784,784,237.8,2024-07-14,2024-07-18,2024-07-17 18:00:00,1,1,1
PO-2024-59445,P0034_S5,P0353,WH_DOHA_GCC,1021,1021,809.34,2024-07-15,2024-07-20,2024-07-19 19:00:00,1,1,1
PO-2024-59446,P0017_S3,P0663,WH_MUMBAI_W,1776,1776,819.02,2024-07-16,2024-07-20,2024-07-21 00:00:00,0,1,0
PO-2024-59447,P0055_S2,P0160,WH_KOLKATA_E,1844,1844,799.31,2024-07-17,2024-07-23,2024-07-25 00:00:00,0,1,0
PO-2024-59448,P0063_S4,P0700,WH_NAGPUR_C,1590,1590,821.65,2024-07-18,2024-07-23,2024-07-22 18:00:00,1,1,1
PO-2024-59449,P0053_S3,P0458,WH_MUMBAI_W,1788,1788,815.8,2024-07-19,2024-07-25,2024-07-24 17:00:00,1,1,1
PO-2024-59450,P0021_S1,P0371,WH_NAGPUR_C,1911,1911,171.39,2024-07-20,2024-07-24,2024-07-24 00:00:00,1,1,1
PO-2024-59451,P0092_S2,P0021,WH_MUMBAI_W,761,761,247.27,2024-07-21,2024-07-26,2024-07-25 06:00:00,1,1,1
PO-2024-59452,P0040_S1,P0714,WH_BLR_S,216,216,72.49,2024-07-22,2024-07-28,2024-07-27 11:00:00,1,1,1
PO-2024-59453,P0017_S3,P0191,WH_DELHI_N,991,991,91.7,2024-07-23,2024-07-27,2024-08-04 00:00:00,0,1,0
PO-2024-59454,P0108_S1,P0907,WH_RIYADH_GCC,131,131,154.06,2024-07-24,2024-07-29,2024-08-01 00:00:00,0,1,0
PO-2024-59455,P0031_S3,P0544,WH_DOHA_GCC,1350,1212,456.25,2024-07-25,2024-07-30,2024-08-04 00:00:00,0,0,0
PO-2024-59456,P0096_S4,P0911,WH_RIYADH_GCC,1873,1873,29.18,2024-07-26,2024-07-31,2024-07-30 09:00:00,1,1,1
PO-2024-59457,P0028_S1,P0821,WH_RIYADH_GCC,1844,1844,495.3,2024-07-27,2024-07-31,2024-07-30 13:00:00,1,1,1
PO-2024-59458,P0086_S1,P0160,WH_NAGPUR_C,1341,1341,799.31,2024-07-28,2024-08-01,2024-07-31 01:00:00,1,1,1
PO-2024-59459,P0036_S5,P0530,WH_DUBAI_GCC,1505,1505,62.31,2024-07-29,2024-08-02,2024-08-16 00:00:00,0,1,0
PO-2024-59460,P0060_S4,P0583,WH_KOLKATA_E,1052,1052,409.12,2024-07-30,2024-08-04,2024-08-03 13:00:00,1,1,1
PO-2024-59461,P0096_S2,P0091,WH_RIYADH_GCC,1377,1377,666.52,2024-07-31,2024-08-05,2024-08-04 21:00:00,1,1,1
PO-2024-59462,P0119_S3,P0867,WH_BLR_S,713,713,780.08,2024-08-01,2024-08-06,2024-08-05 12:00:00,1,1,1
PO-2024-59463,P0045_S4,P0345,WH_RIYADH_GCC,610,610,703.59,2024-08-02,2024-08-07,2024-08-08 00:00:00,0,1,0
PO-2024-59464,P0011_S4,P0316,WH_MUMBAI_W,132,132,702.03,2024-08-03,2024-08-08,2024-08-11 00:00:00,0,1,0
PO-2024-59465,P0025_S1,P0476,WH_NAGPUR_C,904,904,533.08,2024-08-04,2024-08-08,2024-08-07 13:00:00,1,1,1
PO-2024-59466,P0020_S4,P0041,WH_DUBAI_GCC,1592,1592,245.09,2024-08-05,2024-08-10,2024-08-09 18:00:00,1,1,1
PO-2024-59467,P0098_S4,P0598,WH_MUMBAI_W,1161,1161,217.41,2024-08-06,2024-08-11,2024-08-10 11:00:00,1,1,1
PO-2024-59468,P0119_S3,P0150,WH_DUBAI_GCC,261,261,224.53,2024-08-07,2024-08-12,2024-08-11 19:00:00,1,1,1
PO-2024-59469,P0011_S3,P0198,WH_MUMBAI_W,335,335,717.12,2024-08-08,2024-08-13,2024-08-12 05:00:00,1,1,1
PO-2024-59470,P0031_S3,P0410,WH_MUMBAI_W,1506,1506,513.31,2024-08-09,2024-08-14,2024-08-13 17:00:00,1,1,1
PO-2024-59471,P0049_S1,P0992,WH_DOHA_GCC,396,396,511.71,2024-08-10,2024-08-15,2024-08-14 23:00:00,1,1,1
PO-2024-59472,P0049_S1,P0267,WH_DELHI_N,524,524,214.25,2024-08-11,2024-08-16,2024-08-15 21:00:00,1,1,1
PO-2024-59473,P0045_S1,P0956,WH_DELHI_N,1072,1072,712.39,2024-08-12,2024-08-17,2024-08-19 00:00:00,0,1,0
PO-2024-59474,P0022_S1,P0893,WH_KOLKATA_E,610,610,569.66,2024-08-13,2024-08-19,2024-08-18 02:00:00,1,1,1
PO-2024-59475,P0002_S1,P0911,WH_NAGPUR_C,1202,1202,29.18,2024-08-14,2024-08-18,2024-09-09 00:00:00,0,1,0
PO-2024-59476,P0091_S4,P0759,WH_BLR_S,414,414,550.88,2024-08-15,2024-08-18,2024-08-17 13:00:00,1,1,1
PO-2024-59477,P0011_S1,P0125,WH_BLR_S,952,952,192.53,2024-08-16,2024-08-21,2024-08-20 07:00:00,1,1,1
PO-2024-59478,P0084_S3,P0391,WH_BLR_S,66,66,790.86,2024-08-17,2024-08-21,2024-08-20 11:00:00,1,1,1
PO-2024-59479,P0026_S1,P0280,WH_DOHA_GCC,1883,1883,542.74,2024-08-18,2024-08-22,2024-08-24 00:00:00,0,1,0
PO-2024-59480,P0014_S1,P0780,WH_MUMBAI_W,976,976,638.84,2024-08-19,2024-08-23,2024-08-24 00:00:00,0,1,0
PO-2024-59481,P0112_S2,P0567,WH_DELHI_N,1046,1046,369.36,2024-08-20,2024-08-24,2024-08-25 00:00:00,0,1,0
PO-2024-59482,P0034_S1,P0220,WH_NAGPUR_C,702,702,598.71,2024-08-21,2024-08-26,2024-08-25 14:00:00,1,1,1
PO-2024-59483,P0001_S1,P0918,WH_MUMBAI_W,1724,1724,434.23,2024-08-22,2024-08-29,2024-08-30 00:00:00,0,1,0
PO-2024-59484,P0019_S1,P0079,WH_DUBAI_GCC,717,717,46.87,2024-08-23,2024-08-29,2024-08-30 00:00:00,0,1,0
PO-2024-59485,P0080_S1,P0267,WH_DELHI_N,1849,1849,214.25,2024-08-24,2024-08-29,2024-09-01 00:00:00,0,1,0
PO-2024-59486,P0052_S1,P0822,WH_DELHI_N,960,808,425.63,2024-08-25,2024-08-31,2024-09-23 00:00:00,0,0,0
PO-2024-59487,P0065_S3,P0131,WH_RIYADH_GCC,387,387,77.4,2024-08-26,2024-08-31,2024-08-30 02:00:00,1,1,1
PO-2024-59488,P0003_S1,P0030,WH_RIYADH_GCC,373,373,388.13,2024-08-27,2024-09-01,2024-08-31 12:00:00,1,1,1
PO-2024-59489,P0033_S2,P0914,WH_DOHA_GCC,743,743,387.45,2024-08-28,2024-09-02,2024-09-06 00:00:00,0,1,0
PO-2024-59490,P0004_S1,P0449,WH_NAGPUR_C,1408,1408,312.65,2024-08-29,2024-09-04,2024-09-03 22:00:00,1,1,1
PO-2024-59491,P0022_S1,P0150,WH_DUBAI_GCC,568,568,224.53,2024-08-30,2024-09-05,2024-09-12 00:00:00,0,1,0
PO-2024-59492,P0029_S2,P0356,WH_NAGPUR_C,1263,1263,819.66,2024-08-31,2024-09-05,2024-09-04 08:00:00,1,1,1
PO-2024-59493,P0066_S1,P0115,WH_NAGPUR_C,294,294,766.31,2024-09-01,2024-09-06,2024-09-05 13:00:00,1,1,1
PO-2024-59494,P0046_S3,P0218,WH_DOHA_GCC,457,457,821.34,2024-09-02,2024-09-07,2024-09-06 10:00:00,1,1,1
PO-2024-59495,P0066_S3,P0545,WH_DOHA_GCC,667,667,291.64,2024-09-03,2024-09-08,2024-09-10 00:00:00,0,1,0
PO-2024-59496,P0117_S1,P0432,WH_MUMBAI_W,384,384,763.81,2024-09-04,2024-09-08,2024-09-15 00:00:00,0,1,0
PO-2024-59497,P0039_S2,P0836,WH_KOLKATA_E,1396,1396,381.35,2024-09-05,2024-09-09,2024-09-15 00:00:00,0,1,0
PO-2024-59498,P0127_S4,P0975,WH_DOHA_GCC,1261,1261,41.98,2024-09-06,2024-09-10,2024-09-09 14:00:00,1,1,1
PO-2024-59499,P0060_S5,P0673,WH_NAGPUR_C,1500,1500,497.14,2024-09-07,2024-09-12,2024-09-18 00:00:00,0,1,0
PO-2024-59500,P0031_S3,P0109,WH_RIYADH_GCC,1784,1784,454.25,2024-09-08,2024-09-13,2024-09-19 00:00:00,0,1,0
PO-2024-59501,P0023_S2,P0524,WH_KOLKATA_E,1075,1075,149.34,2024-06-01,2024-06-05,2024-06-04 08:00:00,1,1,1
PO-2024-59502,P0036_S1,P0783,WH_MUMBAI_W,1073,1073,548.34,2024-06-02,2024-06-06,2024-06-05 14:00:00,1,1,1
PO-2024-59503,P0055_S1,P0956,WH_KOLKATA_E,722,722,712.39,2024-06-03,2024-06-09,2024-06-08 09:00:00,1,1,1
PO-2024-59504,P0143_S3,P0852,WH_BLR_S,1795,1795,661.3,2024-06-04,2024-06-08,2024-06-08 00:00:00,1,1,1
PO-2024-59505,P0049_S2,P0521,WH_DUBAI_GCC,603,603,579.83,2024-06-05,2024-06-10,2024-06-14 00:00:00,0,1,0
PO-2024-59506,P0090_S1,P0247,WH_KOLKATA_E,748,748,38.17,2024-06-06,2024-06-10,2024-06-09 04:00:00,1,1,1
PO-2024-59507,P0128_S3,P0790,WH_NAGPUR_C,1300,1300,432.46,2024-06-07,2024-06-12,2024-06-15 00:00:00,0,1,0
PO-2024-59508,P0059_S2,P0748,WH_MUMBAI_W,1005,893,180.2,2024-06-08,2024-06-12,2024-06-14 00:00:00,0,0,0
PO-2024-59509,P0018_S1,P0642,WH_DUBAI_GCC,984,984,488.03,2024-06-09,2024-06-15,2024-06-18 00:00:00,0,1,0
PO-2024-59510,P0060_S4,P0714,WH_NAGPUR_C,1280,1280,72.49,2024-06-10,2024-06-15,2024-06-28 00:00:00,0,1,0
PO-2024-59511,P0013_S4,P0027,WH_DUBAI_GCC,434,434,518.27,2024-06-11,2024-06-16,2024-06-17 00:00:00,0,1,0
PO-2024-59512,P0011_S1,P0876,WH_RIYADH_GCC,139,139,441.83,2024-06-12,2024-06-17,2024-06-24 00:00:00,0,1,0
PO-2024-59513,P0005_S1,P0672,WH_BLR_S,594,594,248.86,2024-06-13,2024-06-17,2024-06-16 11:00:00,1,1,1
PO-2024-59514,P0019_S2,P0191,WH_RIYADH_GCC,858,858,91.7,2024-06-14,2024-06-20,2024-06-19 16:00:00,1,1,1
PO-2024-59515,P0045_S5,P0994,WH_NAGPUR_C,438,438,335.81,2024-06-15,2024-06-20,2024-06-21 00:00:00,0,1,0
PO-2024-59516,P0083_S4,P0076,WH_NAGPUR_C,266,266,231.26,2024-06-16,2024-06-21,2024-06-25 00:00:00,0,1,0
PO-2024-59517,P0060_S5,P0230,WH_NAGPUR_C,137,137,350.62,2024-06-17,2024-06-22,2024-06-24 00:00:00,0,1,0
PO-2024-59518,P0093_S1,P0540,WH_DELHI_N,785,785,396.05,2024-06-18,2024-06-22,2024-06-21 03:00:00,1,1,1
PO-2024-59519,P0143_S2,P0755,WH_BLR_S,1146,1146,607.65,2024-06-19,2024-06-23,2024-06-22 19:00:00,1,1,1
PO-2024-59520,P0054_S1,P0533,WH_DUBAI_GCC,1900,1900,177.5,2024-06-20,2024-06-25,2024-06-24 05:00:00,1,1,1
PO-2024-59521,P0145_S1,P0801,WH_DOHA_GCC,650,650,589.9,2024-06-21,2024-06-27,2024-06-26 03:00:00,1,1,1
PO-2024-59522,P0127_S2,P0583,WH_NAGPUR_C,1494,1494,409.12,2024-06-22,2024-06-26,2024-06-25 18:00:00,1,1,1
PO-2024-59523,P0040_S1,P0584,WH_NAGPUR_C,139,139,480.06,2024-06-23,2024-06-29,2024-07-03 00:00:00,0,1,0
PO-2024-59524,P0039_S3,P0822,WH_DUBAI_GCC,922,922,425.63,2024-06-24,2024-06-28,2024-06-27 06:00:00,1,1,1
PO-2024-59525,P0085_S3,P0521,WH_DOHA_GCC,749,749,579.83,2024-06-25,2024-06-30,2024-07-05 00:00:00,0,1,0
PO-2024-59526,P0035_S5,P0479,WH_RIYADH_GCC,1501,1501,695.64,2024-06-26,2024-07-01,2024-07-03 00:00:00,0,1,0
PO-2024-59527,P0057_S4,P0642,WH_RIYADH_GCC,370,370,488.03,2024-06-27,2024-07-02,2024-07-01 13:00:00,1,1,1
PO-2024-59528,P0004_S4,P0154,WH_NAGPUR_C,163,163,375.75,2024-06-28,2024-07-04,2024-07-03 16:00:00,1,1,1
PO-2024-59529,P0080_S2,P0205,WH_MUMBAI_W,1957,1957,554.68,2024-06-29,2024-07-04,2024-07-06 00:00:00,0,1,0
PO-2024-59530,P0029_S1,P0410,WH_DELHI_N,847,847,513.31,2024-06-30,2024-07-05,2024-07-04 06:00:00,1,1,1
PO-2024-59531,P0062_S2,P0909,WH_RIYADH_GCC,461,461,330.78,2024-07-01,2024-07-06,2024-07-05 11:00:00,1,1,1
PO-2024-59532,P0127_S4,P0560,WH_MUMBAI_W,1932,1932,36.28,2024-07-02,2024-07-06,2024-07-17 00:00:00,0,1,0
PO-2024-59533,P0082_S2,P0345,WH_DELHI_N,549,549,703.59,2024-07-03,2024-07-07,2024-07-08 00:00:00,0,1,0
